"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","price","url","yearBuilt"
"Dallas",,,"TX","2530 Norsworthy Dr",,"75228","2","3","USD","This 3-2 and lovely remodel in quiet Claremont Park is minutes from downtown Dallas, Lakewood shopping, dining venues and the Dallas Arboretum and Botanical Garden, which adjoins White Rock Lake. The open floor plan features a dream kitchen with stainless steel appliances, granite countertops, glass tile backsplash, and a breakfast bar. Lovely hardwoods throughout and wood accent walls enhance all the many other updates. The master bath boasts porcelain walls, marble floors and lots of storage. Huge backyard has privacy fence and large patio which is perfect for entertaining.","32.807699","1662","-96.697399","https://photos.zillowstatic.com/p_f/ISjja4z3gscurb0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjntl4swsfefc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhr9mlsk7hfc0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3bpx3foczjfc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4nll8k4rmfc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnyk932gwipfc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfsixkvboasfc0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7mgl2p7g2vfc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfe9ki38uxfc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr9cx1czzl0gc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISj3alj5vrd3gc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbx791zqj56gc0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3r5xismbx8gc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvk3l0mi3pbgc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISne19ifevgegc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf8zwz8an8hgc0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2500","https://www.zillow.com/homedetails/2530-Norsworthy-Dr-Dallas-TX-75228/26831056_zpid/","1962"
"Dallas",,,"TX","3317 Reagan St #3317",,"75219","1.5","1","USD","WONDERFUL 2 STORY UNIT WITH WHITE FRESH PAINT,NEW HARDWOOD FLOORS
 CARPET IN BEDROOM .KITCHEN HAS ALL APPLIANCES;REFRIGARATOR, WD,DW,MW.DOWNSTAIRS;BATH,KITCHEN,SLATE STONE-BRICK FIRE PLACE IN LR. VERY HIGH,10'(EACH FLOOR) CEILINGS.NICE SIZE PATIO OFF THE KITCHEN.UPSTAIRS;LARGE BEDR WITH SITTING ARE OR SPACE FOR COMPUTER DESK. FULL SIZE BATHR WITH WALK IN CLOSET. HIGH CEILINGS TOO. 1 COVERED PARKING SPACE.VERY LARGE FENCED PATIO.","32.81132","879","-96.808776","https://photos.zillowstatic.com/p_f/IS3nmnziaqlqli0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvgkbhc6idtli0000000000.jpg","https://photos.zillowstatic.com/p_f/ISneh5e2klr9ei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjzu6r84xjtri0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf8ftvvfdjcei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISny8wges3t1qi0000000000.jpg","https://photos.zillowstatic.com/p_f/IS72dhdpb5bfei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnaizy52a5wli0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf4gngzx1xyli0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzva5vi7x2iei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrp8tcc3pukei0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7ydbystto1mi0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbtsu820pbwri0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjj6hu5zgmnei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfs6ky7ovk4qi0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbd45czu8eqei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzrbzfmplg4mi0000000000.jpg","https://photos.zillowstatic.com/p_f/IS372ttsq06tei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrl9nxfld87mi0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjf7bf9h50ami0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv00hbmmsxvei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnux4tfikpyei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfovsa9ech1fi0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7itgs2a494fi0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7m48g1knc7qi0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1450","https://www.zillow.com/homedetails/3317-Reagan-St-3317-Dallas-TX-75219/2077799179_zpid/","1953"
"Dallas",,,"TX","2530 Norsworthy Dr",,"75228","2","3","USD","This 3-2 and lovely remodel in quiet Claremont Park is minutes from downtown Dallas, Lakewood shopping, dining venues and the Dallas Arboretum and Botanical Garden, which adjoins White Rock Lake. The open floor plan features a dream kitchen with stainless steel appliances, granite countertops, glass tile backsplash, and a breakfast bar. Lovely hardwoods throughout and wood accent walls enhance all the many other updates. The master bath boasts porcelain walls, marble floors and lots of storage. Huge backyard has privacy fence and large patio which is perfect for entertaining.","32.807699","1662","-96.697399","https://photos.zillowstatic.com/p_f/ISjja4z3gscurb0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjntl4swsfefc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhr9mlsk7hfc0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3bpx3foczjfc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4nll8k4rmfc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnyk932gwipfc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfsixkvboasfc0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7mgl2p7g2vfc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfe9ki38uxfc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr9cx1czzl0gc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISj3alj5vrd3gc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbx791zqj56gc0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3r5xismbx8gc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvk3l0mi3pbgc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISne19ifevgegc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf8zwz8an8hgc0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2500","https://www.zillow.com/homedetails/2530-Norsworthy-Dr-Dallas-TX-75228/26831056_zpid/","1962"
"Dallas",,,"TX","6007 Lytham Dr",,"75252","2.5","3","USD","Gorgeous 2 story home located in a nice community. Large, open living room with gas starter fireplace for cold winter nights. Cathedral ceiling in the formal living room with separate formal dining. Open kitchen with a breakfast area, includes appliances. Large laundry room, additional closet for storage. Extra large master bedroom, with a big master bathroom, his and her sinks, separate shower, garden tub. 2 large walk - in closets. Large guest bedrooms, good size guest bathroom. Nice landscaped front yard, across from community pool with low maintenance yard. All bedrooms are upstairs. Pets on a case by case basis. This home will not last! Please verify schools and dimensions, they may not be accurate.","33.001281","1940","-96.801436","https://photos.zillowstatic.com/p_f/ISfc2mktu340rw0000000000.jpg","https://photos.zillowstatic.com/p_f/IS760a2nqvv2rw0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzzxxjgmnn5rw0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrtvl1aiff8rw0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjnt9j3e77brw0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhrx0x9zydrw0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3bpliq5rqgrw0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4n90k1jijrw0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnykxhdxaamrw0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfsilz6t22prw0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7mg9h0putrrw0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfexytkmlurw0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr9clgngedxrw0000000000.jpg","https://photos.zillowstatic.com/p_f/ISj3a9ygc650sw0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbx7xfa8yw2sw0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3r5lx34qo5sw0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995","https://www.zillow.com/homedetails/6007-Lytham-Dr-Dallas-TX-75252/53093915_zpid/","1995"
"Dallas",,,"TX","11832 Leisure Dr",,"75243","2","3","USD","Spacious 3 Bedroom 2 Bath with new paint, new floors, vaulted ceilings, new fans For more properties like this visit GoSection8.com.","32.91014","1156","-96.711468","https://photos.zillowstatic.com/p_f/ISv8mvbsuzzpg81000000000.jpg","https://photos.zillowstatic.com/p_f/ISfsi1wi48xho81000000000.jpg","https://photos.zillowstatic.com/p_f/ISn2kjtlqrrsg81000000000.jpg","https://photos.zillowstatic.com/p_f/IS7mgpdc00pko81000000000.jpg","https://photos.zillowstatic.com/p_f/ISfwh7bfmjjvg81000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfedv5wrgno81000000000.jpg","https://photos.zillowstatic.com/p_f/IS7qfvs8ibbyg81000000000.jpg","https://photos.zillowstatic.com/p_f/ISr9c1dzrj8qo81000000000.jpg","https://photos.zillowstatic.com/p_f/ISzjdja2e331h81000000000.jpg","https://photos.zillowstatic.com/p_f/ISj3apusnb0to81000000000.jpg","https://photos.zillowstatic.com/p_f/ISrdb7sv9vu3h81000000000.jpg","https://photos.zillowstatic.com/p_f/ISbx7dcmj3svo81000000000.jpg","https://photos.zillowstatic.com/p_f/ISj79v9p5nm6h81000000000.jpg","https://photos.zillowstatic.com/p_f/IS3r51uffvjyo81000000000.jpg","https://photos.zillowstatic.com/p_f/ISb17jri1fe9h81000000000.jpg","https://photos.zillowstatic.com/p_f/IS3v479cx66ch81000000000.jpg","https://photos.zillowstatic.com/p_f/ISvk3pb9bnb1p81000000000.jpg","https://photos.zillowstatic.com/p_f/ISvo2vq5tyxeh81000000000.jpg","https://photos.zillowstatic.com/p_f/ISne1dt27f34p81000000000.jpg","https://photos.zillowstatic.com/p_f/ISni0j8zoqphh81000000000.jpg","https://photos.zillowstatic.com/p_f/ISfcy6qskihkh81000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1475","https://www.zillow.com/homedetails/11832-Leisure-Dr-Dallas-TX-75243/26883444_zpid/","1974"
"Dallas",,,"TX","6714 Mccallum Blvd",,"75252","2.5","4","USD","This 4 bedroom, 2.5 bath home has 1853 square feet of living space. Leases signed in this state may be subject to a 9.99 utility fee, local taxes and processing fees. Please contact an American Homes 4 Rent Leasing Consultant for more information. Equal Housing Opportunity.","32.987736","1853","-96.787926","https://photos.zillowstatic.com/p_f/ISb5u3y06ybxfu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjrk5dafmh0tu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISblitu3be93tu1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3fghcx6616tu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8e5uq2ys8tu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISn2ctbkypkbtu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfw9htduhcetu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvo2vqt7eqe6v1000000000.jpg","https://photos.zillowstatic.com/p_f/ISni0j8n36ih6v1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7q75b7q94htu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzj5ts0m1wjtu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfcy6qgzx9k6v1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrd3hauhtnmtu1000000000.jpg","https://photos.zillowstatic.com/p_f/IS76wu7avp1n6v1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj715sndlfptu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzztip3rhtp6v1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2095","https://www.zillow.com/homedetails/6714-Mccallum-Blvd-Dallas-TX-75252/53070306_zpid/","1984"
"Dallas",,,"TX","11832 Leisure Dr",,"75243","2","3","USD","Spacious 3 Bedroom 2 Bath with new paint, new floors, vaulted ceilings, new fans For more properties like this visit GoSection8.com.","32.91014","1156","-96.711468","https://photos.zillowstatic.com/p_f/ISv8mvbsuzzpg81000000000.jpg","https://photos.zillowstatic.com/p_f/ISfsi1wi48xho81000000000.jpg","https://photos.zillowstatic.com/p_f/ISn2kjtlqrrsg81000000000.jpg","https://photos.zillowstatic.com/p_f/IS7mgpdc00pko81000000000.jpg","https://photos.zillowstatic.com/p_f/ISfwh7bfmjjvg81000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfedv5wrgno81000000000.jpg","https://photos.zillowstatic.com/p_f/IS7qfvs8ibbyg81000000000.jpg","https://photos.zillowstatic.com/p_f/ISr9c1dzrj8qo81000000000.jpg","https://photos.zillowstatic.com/p_f/ISzjdja2e331h81000000000.jpg","https://photos.zillowstatic.com/p_f/ISj3apusnb0to81000000000.jpg","https://photos.zillowstatic.com/p_f/ISrdb7sv9vu3h81000000000.jpg","https://photos.zillowstatic.com/p_f/ISbx7dcmj3svo81000000000.jpg","https://photos.zillowstatic.com/p_f/ISj79v9p5nm6h81000000000.jpg","https://photos.zillowstatic.com/p_f/IS3r51uffvjyo81000000000.jpg","https://photos.zillowstatic.com/p_f/ISb17jri1fe9h81000000000.jpg","https://photos.zillowstatic.com/p_f/IS3v479cx66ch81000000000.jpg","https://photos.zillowstatic.com/p_f/ISvk3pb9bnb1p81000000000.jpg","https://photos.zillowstatic.com/p_f/ISvo2vq5tyxeh81000000000.jpg","https://photos.zillowstatic.com/p_f/ISne1dt27f34p81000000000.jpg","https://photos.zillowstatic.com/p_f/ISni0j8zoqphh81000000000.jpg","https://photos.zillowstatic.com/p_f/ISfcy6qskihkh81000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1475","https://www.zillow.com/homedetails/11832-Leisure-Dr-Dallas-TX-75243/26883444_zpid/","1974"
"Dallas",,,"TX","3317 Reagan St #3317",,"75219","1.5","1","USD","WONDERFUL 2 STORY UNIT WITH WHITE FRESH PAINT,NEW HARDWOOD FLOORS
 CARPET IN BEDROOM .KITCHEN HAS ALL APPLIANCES;REFRIGARATOR, WD,DW,MW.DOWNSTAIRS;BATH,KITCHEN,SLATE STONE-BRICK FIRE PLACE IN LR. VERY HIGH,10'(EACH FLOOR) CEILINGS.NICE SIZE PATIO OFF THE KITCHEN.UPSTAIRS;LARGE BEDR WITH SITTING ARE OR SPACE FOR COMPUTER DESK. FULL SIZE BATHR WITH WALK IN CLOSET. HIGH CEILINGS TOO. 1 COVERED PARKING SPACE.VERY LARGE FENCED PATIO.","32.81132","879","-96.808776","https://photos.zillowstatic.com/p_f/IS3nmnziaqlqli0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvgkbhc6idtli0000000000.jpg","https://photos.zillowstatic.com/p_f/ISneh5e2klr9ei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjzu6r84xjtri0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf8ftvvfdjcei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISny8wges3t1qi0000000000.jpg","https://photos.zillowstatic.com/p_f/IS72dhdpb5bfei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnaizy52a5wli0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf4gngzx1xyli0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzva5vi7x2iei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrp8tcc3pukei0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7ydbystto1mi0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbtsu820pbwri0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjj6hu5zgmnei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfs6ky7ovk4qi0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbd45czu8eqei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzrbzfmplg4mi0000000000.jpg","https://photos.zillowstatic.com/p_f/IS372ttsq06tei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrl9nxfld87mi0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjf7bf9h50ami0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv00hbmmsxvei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnux4tfikpyei0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfovsa9ech1fi0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7itgs2a494fi0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7m48g1knc7qi0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1450","https://www.zillow.com/homedetails/3317-Reagan-St-3317-Dallas-TX-75219/2077799179_zpid/","1953"
"Dallas",,,"TX","6922 Lindsley Ave",,"75223","1","2","USD","Lovely Hollywood Heights Tudor 2 bedroom, 1 bath plus formals. 2011 updated kitchen, counter tops, cabinets and appliances. Stack washer and dryer. Close to Lindsley Park and Tenison Golf Course. Fenced backyard.","32.80587","1330","-96.739953","https://photos.zillowstatic.com/p_f/IS76kxdnjif0ue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzzhlvgfa73ue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrtrulc3agvcf0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrtf9dab2z5ue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjndxu37uq8ue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrlhxihbfqe9f0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhblcx2mibue0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3b99uqydaeue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv47xbku52hue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr98u0q19ekdf0000000000.jpg","https://photos.zillowstatic.com/p_f/ISny4ltdqxtjue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfs29b7mplmue0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7m0xs0ihdpue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfykaud95sue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjffl0b77ih9f0000000000.jpg","https://photos.zillowstatic.com/p_f/ISb9d9i43z9k9f0000000000.jpg","https://photos.zillowstatic.com/p_f/IS33bxzxyq1n9f0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvw8lhruitp9f0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnq69zkqals9f0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfk4xgem2dv9f0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7e2ly7iu4y9f0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbx360dtsxpdf0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995","https://www.zillow.com/homedetails/6922-Lindsley-Ave-Dallas-TX-75223/26700622_zpid/","1930"
"Dallas",,,"TX","926 Centre St",,"75208","1","2","USD","Application fee is $40","32.742053","4152","-96.838788","https://photos.zillowstatic.com/p_f/IS7ei59yygrtiy0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzvalzc6toaty0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjj6xyzxc8gty0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3729ympwrlty0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnuxkx9hgbrty0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3zv6m4jsjdwy0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7itwww80vwty0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvstu3yekbgwy0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000","https://www.zillow.com/homedetails/926-Centre-St-Dallas-TX-75208/162195601_zpid/","1921"
"Dallas",,,"TX","6922 Lindsley Ave",,"75223","1","2","USD","Lovely Hollywood Heights Tudor 2 bedroom, 1 bath plus formals. 2011 updated kitchen, counter tops, cabinets and appliances. Stack washer and dryer. Close to Lindsley Park and Tenison Golf Course. Fenced backyard.","32.80587","1330","-96.739953","https://photos.zillowstatic.com/p_f/IS76kxdnjif0ue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzzhlvgfa73ue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrtrulc3agvcf0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrtf9dab2z5ue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjndxu37uq8ue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrlhxihbfqe9f0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhblcx2mibue0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3b99uqydaeue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv47xbku52hue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr98u0q19ekdf0000000000.jpg","https://photos.zillowstatic.com/p_f/ISny4ltdqxtjue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfs29b7mplmue0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7m0xs0ihdpue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfykaud95sue0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjffl0b77ih9f0000000000.jpg","https://photos.zillowstatic.com/p_f/ISb9d9i43z9k9f0000000000.jpg","https://photos.zillowstatic.com/p_f/IS33bxzxyq1n9f0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvw8lhruitp9f0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnq69zkqals9f0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfk4xgem2dv9f0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7e2ly7iu4y9f0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbx360dtsxpdf0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995","https://www.zillow.com/homedetails/6922-Lindsley-Ave-Dallas-TX-75223/26700622_zpid/","1930"
"Dallas",,,"TX","6714 Mccallum Blvd",,"75252","2.5","4","USD","This 4 bedroom, 2.5 bath home has 1853 square feet of living space. Leases signed in this state may be subject to a 9.99 utility fee, local taxes and processing fees. Please contact an American Homes 4 Rent Leasing Consultant for more information. Equal Housing Opportunity.","32.987736","1853","-96.787926","https://photos.zillowstatic.com/p_f/ISb5u3y06ybxfu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjrk5dafmh0tu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISblitu3be93tu1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3fghcx6616tu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8e5uq2ys8tu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISn2ctbkypkbtu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfw9htduhcetu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvo2vqt7eqe6v1000000000.jpg","https://photos.zillowstatic.com/p_f/ISni0j8n36ih6v1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7q75b7q94htu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzj5ts0m1wjtu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfcy6qgzx9k6v1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrd3hauhtnmtu1000000000.jpg","https://photos.zillowstatic.com/p_f/IS76wu7avp1n6v1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj715sndlfptu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzztip3rhtp6v1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2095","https://www.zillow.com/homedetails/6714-Mccallum-Blvd-Dallas-TX-75252/53070306_zpid/","1984"
"Dallas",,,"TX","749 Parkhurst Dr",,"75218","2","3","USD","Lovely family home on a quiet street within walking distance of Blue Ribbon Hexter Elementary, an outstanding mother's day out program, and two parks. Within jog or bike distance of White Rock Lake, a gym, and trendy restaurants. 

Spacious 1700 square ft., 3 full size bedrooms, 2 baths, 2 living areas, PLUS a private office which can be also used as a fourth bedroom. Attached garage.

Great backyard with a beautiful deck under the shade of mature trees with play area and privacy fence. Great for children. 

Kitchen features granite countertops, stainless steel refrigerator, brand new gas oven, and two pantries with built-in shelves. 
Beautiful hard woods throughout the house. 
Cats and small dog are ok with a deposit. 

Available November 1st, 2020. One Year Lease.

No smoking allowed. 
No large dogs and limited to two dogs.
Renter pays for utilities and yard care.","32.848974","1700","-96.705519","https://photos.zillowstatic.com/p_f/ISrxufjg0s4ypc0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrlxx9rit9tcd0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjfvlrkel1wcd0000000000.jpg","https://photos.zillowstatic.com/p_f/ISb9t99eadtycd0000000000.jpg","https://photos.zillowstatic.com/p_f/IS33rxq765l1dd0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvwol812xc4dd0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnqm9quxo47dd0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfkkx7otgw9dd0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7eilphp8ocdd0000000000.jpg","https://photos.zillowstatic.com/p_f/ISz7g97bl0gfdd0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr1exo4hs7idd0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjvbl6yckzkdd0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfglrsrb5awkd0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2300","https://www.zillow.com/homedetails/749-Parkhurst-Dr-Dallas-TX-75218/26786429_zpid/","1954"
